BE,DE,DK1,DK2,FI,FR,NL,NO1,NO2,NO3,NO4,NO5,PL,SE1,SE2,SE3,SE4,UK
32527.0,193162.0,1649.0,1107.0,8578.0,45738.0,33367.0,3063.0,3245.0,2237.0,1819.0,1916.0,14484.0,951.0,1702.0,8539.0,2168.0,60020.0
31052.0,185970.0,1592.0,1078.0,8473.0,43204.0,31651.0,2930.0,3236.0,2225.0,1830.0,1840.0,13997.0,886.0,1666.0,8454.0,2091.0,54036.0
29960.0,182726.0,1580.0,1048.0,8450.0,41614.0,31082.0,2889.0,3206.0,2211.0,1848.0,1832.0,13801.0,894.0,1659.0,8450.0,2079.0,52318.0
29745.0,185590.0,1575.0,1051.0,8578.0,39335.0,31046.0,2892.0,3226.0,2208.0,1851.0,1820.0,13866.0,950.0,1715.0,8586.0,2087.0,51632.0
30339.0,192977.0,1651.0,1083.0,8926.0,39020.0,31679.0,2933.0,3228.0,2230.0,1852.0,1840.0,14244.0,1025.0,1711.0,8749.0,2134.0,50663.0
32759.0,214094.0,1778.0,1182.0,9849.0,41850.0,33894.0,3155.0,3334.0,2286.0,1845.0,1895.0,15219.0,935.0,1840.0,9426.0,2347.0,50787.0
37792.0,256301.0,2147.0,1403.0,10393.0,48020.0,40454.0,3755.0,3794.0,2447.0,1973.0,2050.0,18203.0,935.0,1998.0,10808.0,2778.0,54563.0
42596.0,286863.0,2562.0,1621.0,10409.0,54686.0,49915.0,4393.0,4083.0,2718.0,2099.0,2299.0,20110.0,1036.0,2177.0,11878.0,3155.0,68780.0
43357.0,296673.0,2734.0,1729.0,10469.0,56466.0,54321.0,4450.0,4161.0,2795.0,2148.0,2317.0,21363.0,1147.0,2214.0,11883.0,3211.0,82589.0
44496.0,299245.0,2812.0,1786.0,10444.0,57582.0,55857.0,4452.0,4083.0,2766.0,2122.0,2270.0,21873.0,1197.0,2201.0,11895.0,3226.0,85725.0
45042.0,301060.0,2874.0,1833.0,10342.0,58293.0,55770.0,4427.0,4154.0,2762.0,2149.0,2264.0,21820.0,1133.0,2145.0,11735.0,3277.0,85671.0
45383.0,305893.0,2849.0,1838.0,10279.0,58600.0,55279.0,4319.0,4086.0,2646.0,2156.0,2208.0,22026.0,1138.0,1968.0,11480.0,3212.0,85657.0
43983.0,302714.0,2764.0,1818.0,10178.0,58731.0,53729.0,4241.0,4074.0,2654.0,2094.0,2169.0,22076.0,1108.0,1923.0,11410.0,3163.0,85880.0
43564.0,298464.0,2796.0,1834.0,9957.0,57552.0,53913.0,4182.0,4002.0,2625.0,2125.0,2178.0,22085.0,1106.0,1920.0,11258.0,3157.0,85626.0
42907.0,291073.0,2758.0,1794.0,9870.0,56328.0,53123.0,4199.0,4085.0,2606.0,2115.0,2143.0,21771.0,1101.0,1875.0,11090.0,3152.0,84201.0
42400.0,285861.0,2630.0,1730.0,9758.0,54147.0,52615.0,4203.0,4016.0,2586.0,2094.0,2113.0,21572.0,1108.0,1888.0,11090.0,3145.0,83721.0
41968.0,279477.0,2591.0,1731.0,9736.0,52901.0,52826.0,4224.0,3968.0,2541.0,2112.0,2179.0,21379.0,1044.0,1867.0,11023.0,3056.0,83769.0
42419.0,280315.0,2746.0,1846.0,9946.0,52397.0,53909.0,4248.0,3936.0,2542.0,2111.0,2187.0,21439.0,1161.0,1913.0,11458.0,3127.0,87301.0
43172.0,288883.0,2761.0,1917.0,10362.0,54575.0,52889.0,4350.0,4053.0,2606.0,2127.0,2181.0,22589.0,1164.0,1948.0,11767.0,3148.0,89601.0
44873.0,300456.0,2698.0,1837.0,10288.0,58876.0,56143.0,4354.0,4150.0,2636.0,2136.0,2229.0,22866.0,1239.0,1835.0,11577.0,3148.0,93695.0
43460.0,283226.0,2506.0,1688.0,9773.0,56567.0,54236.0,4212.0,3954.0,2619.0,2109.0,2201.0,22168.0,1128.0,1761.0,11137.0,3015.0,93998.0
40922.0,263960.0,2349.0,1577.0,9628.0,52471.0,50038.0,4058.0,3878.0,2582.0,2036.0,2195.0,20603.0,1080.0,1777.0,10638.0,2863.0,87604.0
40427.0,249205.0,2136.0,1425.0,9429.0,52406.0,45174.0,3797.0,3783.0,2485.0,2038.0,2084.0,18850.0,1083.0,1656.0,9785.0,2770.0,80090.0
39444.0,228990.0,1947.0,1289.0,8932.0,53289.0,40989.0,3462.0,3567.0,2360.0,1953.0,1986.0,17551.0,1035.0,1442.0,8990.0,2640.0,71692.0
36872.0,214727.0,1785.0,1170.0,8594.0,49857.0,35849.0,3215.0,3401.0,2327.0,1943.0,1893.0,16509.0,822.0,1630.0,8461.0,2670.0,63411.0
34829.0,205587.0,1724.0,1112.0,8411.0,47004.0,33208.0,3108.0,3305.0,2270.0,1919.0,1883.0,15949.0,999.0,1650.0,8184.0,2618.0,56223.0
33608.0,201549.0,1715.0,1086.0,8324.0,45556.0,32240.0,3076.0,3293.0,2249.0,1916.0,1856.0,15575.0,968.0,1652.0,8168.0,2576.0,54968.0
32742.0,203149.0,1722.0,1097.0,8459.0,43284.0,32074.0,3078.0,3324.0,2240.0,1912.0,1859.0,15690.0,942.0,1716.0,8092.0,2539.0,54554.0
33183.0,209947.0,1724.0,1120.0,8827.0,42690.0,32513.0,3100.0,3374.0,2250.0,1936.0,1869.0,15974.0,1019.0,1708.0,8181.0,2551.0,53613.0
35276.0,226662.0,1888.0,1216.0,9759.0,45081.0,34441.0,3266.0,3402.0,2286.0,1977.0,1862.0,16609.0,1172.0,1786.0,8810.0,2639.0,53500.0
40384.0,264570.0,2211.0,1432.0,10292.0,50992.0,40480.0,3902.0,3833.0,2436.0,2057.0,2009.0,19216.0,1220.0,2034.0,10061.0,2923.0,56950.0
44967.0,293808.0,2636.0,1666.0,10315.0,57851.0,50188.0,4562.0,4398.0,2672.0,2165.0,2196.0,20995.0,1138.0,2079.0,11086.0,3195.0,70445.0
45418.0,303712.0,2811.0,1788.0,10366.0,59398.0,54683.0,4673.0,4309.0,2808.0,2186.0,2295.0,21949.0,1161.0,2096.0,11222.0,3246.0,83696.0
46178.0,304766.0,2848.0,1853.0,10317.0,59848.0,56299.0,4629.0,4281.0,2653.0,2191.0,2272.0,22394.0,1154.0,2034.0,11206.0,3237.0,86973.0
46513.0,310483.0,2896.0,1910.0,10166.0,59793.0,55800.0,4543.0,4360.0,2564.0,2211.0,2208.0,22404.0,1130.0,1952.0,11266.0,3274.0,87395.0
47034.0,315174.0,2857.0,1899.0,9982.0,59647.0,55641.0,4373.0,4402.0,2540.0,2168.0,2196.0,22616.0,1121.0,1905.0,11149.0,3257.0,87396.0
45926.0,310631.0,2802.0,1872.0,9829.0,59295.0,54717.0,4338.0,4130.0,2630.0,2045.0,2140.0,22730.0,1131.0,1889.0,11151.0,3207.0,87484.0
45618.0,306546.0,2787.0,1850.0,9696.0,56925.0,55065.0,4233.0,4092.0,2611.0,2186.0,2018.0,22874.0,1063.0,1831.0,11041.0,3236.0,87752.0
45196.0,300546.0,2772.0,1829.0,9693.0,57664.0,55017.0,4131.0,4070.0,2605.0,2187.0,2161.0,22444.0,1171.0,1906.0,10899.0,3274.0,85431.0
44618.0,296527.0,2627.0,1798.0,9650.0,56153.0,54836.0,4069.0,4059.0,2594.0,2201.0,2174.0,22154.0,1132.0,1880.0,10761.0,3272.0,85614.0
44636.0,292001.0,2585.0,1801.0,9658.0,54917.0,55200.0,4065.0,4049.0,2566.0,2187.0,2150.0,21975.0,1209.0,1788.0,10687.0,3180.0,86324.0
45816.0,293104.0,2763.0,1894.0,9994.0,54657.0,55661.0,4122.0,4041.0,2572.0,2218.0,2157.0,22059.0,1096.0,1775.0,11041.0,3233.0,89546.0
46586.0,301570.0,2758.0,1949.0,10371.0,57253.0,54361.0,4333.0,4133.0,2627.0,2270.0,2183.0,22993.0,1124.0,1713.0,11401.0,3336.0,94026.0
46800.0,305916.0,2697.0,1866.0,10202.0,61503.0,56512.0,4424.0,4227.0,2658.0,2179.0,2216.0,23334.0,1218.0,1764.0,11279.0,3296.0,97334.0
44852.0,286653.0,2537.0,1741.0,9654.0,59141.0,53988.0,4394.0,4171.0,2611.0,2169.0,2201.0,22677.0,1141.0,1762.0,10984.0,3129.0,95620.0
42663.0,268082.0,2373.0,1623.0,9481.0,55092.0,49891.0,4266.0,4084.0,2526.0,2082.0,2140.0,21103.0,1127.0,1719.0,10299.0,3015.0,89486.0
42020.0,251717.0,2158.0,1487.0,9263.0,54931.0,45130.0,3998.0,3937.0,2463.0,2063.0,2128.0,19449.0,1163.0,1783.0,9737.0,2833.0,82093.0
41313.0,232249.0,1961.0,1331.0,8789.0,55669.0,40912.0,3731.0,3754.0,2349.0,2022.0,2017.0,18038.0,1032.0,1634.0,9108.0,2677.0,72980.0
38471.0,216618.0,1796.0,1227.0,8391.0,52422.0,37540.0,3514.0,3632.0,2271.0,1997.0,1969.0,16879.0,981.0,1642.0,8435.0,2678.0,64649.0
36308.0,207202.0,1708.0,1157.0,8193.0,49697.0,34894.0,3385.0,3551.0,2175.0,1948.0,1895.0,16181.0,998.0,1558.0,8242.0,2639.0,57324.0
34614.0,203771.0,1728.0,1127.0,8176.0,48264.0,33782.0,3343.0,3535.0,2146.0,1937.0,1894.0,15888.0,969.0,1631.0,8166.0,2564.0,56965.0
34195.0,205038.0,1735.0,1133.0,8264.0,46032.0,33371.0,3363.0,3546.0,2166.0,1942.0,1912.0,15892.0,1002.0,1607.0,8116.0,2539.0,56708.0
34524.0,212010.0,1736.0,1144.0,8653.0,45560.0,33662.0,3440.0,3562.0,2265.0,1849.0,1914.0,16097.0,945.0,1552.0,8172.0,2574.0,55689.0
36174.0,228468.0,1918.0,1235.0,9615.0,47991.0,35459.0,3632.0,3655.0,2250.0,1901.0,1974.0,16916.0,1112.0,1596.0,8786.0,2744.0,54646.0
41065.0,265882.0,2233.0,1444.0,10200.0,53989.0,41365.0,4299.0,4092.0,2330.0,2010.0,2081.0,19147.0,1254.0,1970.0,10345.0,2964.0,57612.0
45403.0,297786.0,2625.0,1680.0,10193.0,60784.0,51163.0,4968.0,4562.0,2605.0,2225.0,2255.0,20785.0,1255.0,2032.0,11370.0,3216.0,68631.0
45832.0,309721.0,2787.0,1790.0,10247.0,62490.0,56535.0,5045.0,4610.0,2689.0,2174.0,2321.0,21865.0,1057.0,1996.0,11491.0,3269.0,81838.0
46713.0,311442.0,2809.0,1867.0,10155.0,62972.0,58601.0,5001.0,4526.0,2659.0,2087.0,2325.0,22316.0,1183.0,2007.0,11522.0,3245.0,85458.0
47422.0,316065.0,2873.0,1915.0,10075.0,62784.0,59245.0,4879.0,4414.0,2663.0,2149.0,2286.0,22268.0,1217.0,2047.0,11466.0,3286.0,84754.0
47859.0,319547.0,2878.0,1922.0,9996.0,63149.0,59505.0,4658.0,4261.0,2663.0,2141.0,2216.0,22617.0,1036.0,2011.0,11165.0,3245.0,82558.0
46813.0,316603.0,2823.0,1901.0,9868.0,63439.0,58758.0,4535.0,4170.0,2589.0,2066.0,2180.0,22606.0,1216.0,1987.0,11134.0,3270.0,81993.0
47055.0,311740.0,2803.0,1894.0,9714.0,62401.0,59279.0,4432.0,4069.0,2599.0,2056.0,2159.0,22568.0,1197.0,1981.0,10993.0,3279.0,82443.0
46490.0,307830.0,2747.0,1868.0,9721.0,61329.0,59029.0,4309.0,4062.0,2604.0,2188.0,2107.0,22179.0,1120.0,1907.0,10803.0,3284.0,81914.0
45828.0,304511.0,2633.0,1816.0,9712.0,59483.0,58527.0,4225.0,3979.0,2586.0,2205.0,2104.0,21782.0,1076.0,1944.0,10728.0,3253.0,81596.0
44862.0,298001.0,2606.0,1815.0,9704.0,58688.0,58635.0,4165.0,3905.0,2548.0,2138.0,2130.0,21466.0,1270.0,1905.0,10642.0,3142.0,81672.0
46204.0,297446.0,2756.0,1918.0,10079.0,58276.0,59243.0,4202.0,3953.0,2578.0,2184.0,2145.0,21667.0,1233.0,1942.0,10833.0,3215.0,86075.0
46993.0,304960.0,2739.0,1954.0,10547.0,61191.0,57914.0,4453.0,4094.0,2681.0,2154.0,2211.0,22870.0,1041.0,2052.0,11330.0,3246.0,89825.0
47437.0,306451.0,2646.0,1847.0,10380.0,65105.0,58451.0,4442.0,4243.0,2736.0,2099.0,2378.0,23174.0,1041.0,2072.0,11381.0,3165.0,96292.0
45258.0,287757.0,2445.0,1703.0,9874.0,62472.0,55177.0,4506.0,4148.0,2651.0,2097.0,2239.0,22442.0,1083.0,1900.0,11142.0,3037.0,95274.0
42867.0,268752.0,2303.0,1596.0,9616.0,58308.0,50929.0,4366.0,4059.0,2620.0,2028.0,2160.0,20967.0,1083.0,1807.0,10629.0,2812.0,89317.0
42896.0,252639.0,2088.0,1435.0,9437.0,58085.0,46126.0,4150.0,3917.0,2529.0,1940.0,2120.0,19337.0,1104.0,1772.0,9940.0,2599.0,82199.0
41970.0,231349.0,1890.0,1296.0,8918.0,58883.0,41951.0,3873.0,3679.0,2417.0,1891.0,2003.0,17839.0,1054.0,1722.0,9296.0,2385.0,73843.0
39266.0,215144.0,1760.0,1202.0,8584.0,55401.0,36911.0,3617.0,3518.0,2308.0,1800.0,2120.0,16823.0,958.0,1652.0,9081.0,2258.0,65374.0
36879.0,206245.0,1721.0,1160.0,8430.0,52613.0,34415.0,3505.0,3473.0,2268.0,1797.0,2022.0,16200.0,970.0,1507.0,8861.0,2179.0,57894.0
35223.0,202635.0,1724.0,1115.0,8457.0,51136.0,33251.0,3444.0,3464.0,2235.0,1818.0,1946.0,15900.0,900.0,1492.0,8773.0,2113.0,57354.0
34759.0,203003.0,1724.0,1102.0,8560.0,48849.0,32892.0,3451.0,3483.0,2198.0,1838.0,1938.0,15786.0,957.0,1356.0,8891.0,2113.0,57143.0
35033.0,209581.0,1750.0,1116.0,8884.0,48279.0,33158.0,3518.0,3510.0,2166.0,1853.0,1952.0,15929.0,1098.0,1415.0,9124.0,2164.0,55714.0
36489.0,227093.0,1874.0,1210.0,9762.0,50659.0,34948.0,3750.0,3581.0,2207.0,1888.0,2040.0,16559.0,1031.0,1614.0,9598.0,2327.0,55662.0
41393.0,265082.0,2199.0,1408.0,10297.0,56790.0,40834.0,4395.0,3913.0,2443.0,1967.0,2146.0,19043.0,1082.0,1743.0,10986.0,2722.0,58482.0
45265.0,296498.0,2609.0,1649.0,10292.0,63863.0,50659.0,5106.0,4355.0,2705.0,2124.0,2425.0,20704.0,1126.0,2005.0,11968.0,3057.0,69569.0
45855.0,308012.0,2735.0,1756.0,10309.0,65699.0,55977.0,5158.0,4389.0,2770.0,2097.0,2427.0,21573.0,1114.0,1946.0,11990.0,3062.0,83001.0
46855.0,311162.0,2794.0,1809.0,10260.0,66230.0,58217.0,5119.0,4337.0,2772.0,2067.0,2381.0,21904.0,1237.0,2009.0,11855.0,3069.0,86743.0
46733.0,316483.0,2856.0,1840.0,10183.0,66403.0,58981.0,5020.0,4289.0,2805.0,2128.0,2335.0,21909.0,1132.0,2132.0,11675.0,3180.0,86831.0
47068.0,320397.0,2832.0,1817.0,10142.0,66782.0,59098.0,4816.0,4114.0,2766.0,2102.0,2278.0,22239.0,1106.0,2025.0,11451.0,3146.0,86612.0
45969.0,316928.0,2762.0,1806.0,10023.0,66452.0,58236.0,4613.0,4053.0,2743.0,2101.0,2238.0,22220.0,1120.0,1894.0,11112.0,2998.0,86317.0
45950.0,313095.0,2759.0,1796.0,9887.0,65190.0,58428.0,4495.0,3956.0,2727.0,2098.0,2218.0,22174.0,1109.0,1875.0,10899.0,3036.0,86128.0
46138.0,308652.0,2652.0,1775.0,9824.0,64037.0,58023.0,4382.0,3915.0,2699.0,2085.0,2171.0,21834.0,1108.0,1806.0,10704.0,3021.0,84720.0
46025.0,304793.0,2533.0,1743.0,9752.0,62192.0,57776.0,4347.0,3881.0,2724.0,2148.0,2153.0,21525.0,1135.0,1818.0,10710.0,3048.0,83658.0
45477.0,298475.0,2494.0,1745.0,9767.0,61091.0,58030.0,4350.0,3914.0,2726.0,2161.0,2160.0,21372.0,1170.0,1905.0,10729.0,3009.0,83800.0
46208.0,300643.0,2615.0,1848.0,10067.0,61181.0,58672.0,4372.0,3914.0,2725.0,2160.0,2145.0,21643.0,1150.0,1837.0,10996.0,3076.0,88255.0
46526.0,307664.0,2684.0,1928.0,10404.0,63719.0,57617.0,4572.0,4091.0,2754.0,2188.0,2232.0,22711.0,1064.0,1870.0,11383.0,3154.0,91055.0
46140.0,307755.0,2626.0,1847.0,10228.0,67272.0,58050.0,4637.0,4213.0,2737.0,2162.0,2296.0,22872.0,1145.0,1904.0,11330.0,3105.0,97739.0
44060.0,289815.0,2462.0,1699.0,9688.0,64808.0,54935.0,4580.0,4130.0,2722.0,2149.0,2249.0,22191.0,1107.0,1868.0,11083.0,2982.0,95777.0
42080.0,270400.0,2323.0,1552.0,9524.0,60763.0,50148.0,4450.0,4079.0,2693.0,2140.0,2202.0,20635.0,1029.0,1768.0,10566.0,2882.0,87486.0
42388.0,253403.0,2128.0,1397.0,9337.0,60654.0,45443.0,4183.0,3920.0,2563.0,2073.0,2060.0,18906.0,1041.0,1660.0,9843.0,2705.0,82166.0
41676.0,232968.0,1920.0,1261.0,8875.0,61493.0,41252.0,3885.0,3711.0,2444.0,1967.0,2014.0,17557.0,1064.0,1558.0,9369.0,2492.0,72767.0
38933.0,216794.0,1832.0,1167.0,8505.0,57836.0,38101.0,3642.0,3556.0,2324.0,1934.0,1996.0,16527.0,988.0,1511.0,8992.0,2298.0,65932.0
36777.0,207012.0,1741.0,1099.0,8335.0,54992.0,35456.0,3527.0,3507.0,2246.0,1928.0,1971.0,16119.0,997.0,1453.0,8762.0,2200.0,57991.0
35551.0,202295.0,1700.0,1083.0,8287.0,53391.0,34201.0,3485.0,3487.0,2203.0,1930.0,1963.0,15781.0,942.0,1592.0,8742.0,2190.0,56925.0
35120.0,203221.0,1683.0,1092.0,8300.0,51049.0,33765.0,3507.0,3509.0,2239.0,1950.0,1982.0,15810.0,908.0,1589.0,8799.0,2197.0,56883.0
35290.0,209882.0,1720.0,1123.0,8691.0,50335.0,34059.0,3561.0,3563.0,2267.0,1968.0,2000.0,16060.0,881.0,1580.0,8894.0,2236.0,55540.0
37192.0,227291.0,1881.0,1208.0,9595.0,52851.0,35779.0,3730.0,3675.0,2297.0,1990.0,2004.0,16825.0,1080.0,1441.0,9385.0,2398.0,54384.0
41594.0,263972.0,2190.0,1405.0,10111.0,59042.0,41371.0,4371.0,4030.0,2464.0,2054.0,2161.0,19214.0,1017.0,1824.0,10755.0,2830.0,54625.0
45628.0,295604.0,2587.0,1633.0,10041.0,65972.0,50847.0,5072.0,4404.0,2615.0,2241.0,2373.0,20821.0,1037.0,2019.0,11970.0,3241.0,67539.0
45961.0,307464.0,2726.0,1749.0,10119.0,67610.0,56666.0,5205.0,4517.0,2693.0,2250.0,2440.0,21698.0,1122.0,1997.0,12187.0,3310.0,81623.0
46593.0,310473.0,2759.0,1842.0,10048.0,68075.0,58908.0,5163.0,4456.0,2719.0,2237.0,2413.0,22068.0,1144.0,2021.0,12073.0,3359.0,84885.0
46861.0,315742.0,2805.0,1901.0,9902.0,67761.0,59373.0,5091.0,4380.0,2704.0,2258.0,2378.0,21983.0,1166.0,1991.0,11899.0,3391.0,87060.0
46799.0,317537.0,2746.0,1894.0,nan,67494.0,59752.0,4954.0,4238.0,2629.0,2258.0,2330.0,22095.0,1177.0,2051.0,11556.0,3354.0,86248.0
46100.0,290875.0,2616.0,1869.0,9665.0,67021.0,58822.0,4865.0,4139.0,2585.0,2214.0,2249.0,21965.0,1184.0,1937.0,11130.0,3254.0,85702.0
45833.0,303466.0,2546.0,1845.0,9584.0,65359.0,58682.0,4738.0,4091.0,2579.0,2157.0,2244.0,22039.0,1116.0,1838.0,10715.0,3174.0,85122.0
44759.0,296324.0,2455.0,1792.0,9519.0,63824.0,58130.0,4619.0,3964.0,2575.0,2159.0,2191.0,21630.0,1064.0,1795.0,10436.0,3049.0,82783.0
44146.0,291102.0,2355.0,1764.0,9449.0,61668.0,57229.0,4482.0,3918.0,2556.0,2158.0,2157.0,21285.0,1120.0,1798.0,10242.0,3004.0,84135.0
43941.0,286911.0,2366.0,1779.0,9686.0,60054.0,56842.0,4467.0,3894.0,2504.0,2110.0,2170.0,20966.0,1194.0,1860.0,10197.0,2941.0,82126.0
44867.0,289765.0,2581.0,1895.0,10075.0,60079.0,57354.0,4533.0,3936.0,2524.0,2158.0,2199.0,21343.0,1008.0,1799.0,10605.0,3023.0,85662.0
45162.0,297286.0,2617.0,1947.0,10348.0,62515.0,56388.0,4715.0,4117.0,2562.0,2153.0,2237.0,22601.0,1058.0,1889.0,11065.0,3076.0,88968.0
45120.0,296411.0,2468.0,1821.0,10185.0,66070.0,56368.0,4741.0,4199.0,2579.0,2156.0,2277.0,22796.0,1167.0,1909.0,10882.0,3007.0,94437.0
43146.0,276580.0,2295.0,1674.0,9718.0,63280.0,53142.0,4562.0,4060.0,2517.0,2099.0,2215.0,22072.0,1107.0,1681.0,10424.0,2835.0,92531.0
41235.0,257984.0,2152.0,1550.0,9572.0,59597.0,48918.0,4417.0,3984.0,2472.0,2044.0,2226.0,20554.0,1053.0,1725.0,9943.0,2652.0,85719.0
42126.0,244391.0,1970.0,1431.0,9309.0,59979.0,44965.0,4205.0,3892.0,2401.0,2031.0,2182.0,18974.0,1056.0,1711.0,9466.0,2464.0,80050.0
41686.0,225704.0,1830.0,1312.0,8833.0,60729.0,41705.0,4008.0,3880.0,2316.0,1959.0,2094.0,17719.0,994.0,1562.0,9057.0,2316.0,71637.0
38979.0,210245.0,1667.0,1216.0,8463.0,56820.0,36639.0,3823.0,3638.0,2364.0,1890.0,1993.0,16751.0,930.0,1484.0,8750.0,2227.0,65832.0
36146.0,199944.0,1580.0,1157.0,8284.0,53568.0,33888.0,3670.0,3559.0,2319.0,1894.0,1982.0,16039.0,958.0,1494.0,8642.0,2146.0,58571.0
34088.0,193413.0,1534.0,1113.0,8176.0,51523.0,32305.0,3613.0,3527.0,2313.0,1886.0,1944.0,15500.0,967.0,1474.0,8546.0,2132.0,57829.0
33521.0,191680.0,1521.0,1097.0,8209.0,48654.0,31552.0,3613.0,3529.0,2298.0,1854.0,1941.0,15400.0,952.0,1466.0,8570.0,2132.0,56292.0
33148.0,192788.0,1521.0,1096.0,8344.0,47288.0,31428.0,3654.0,3550.0,2296.0,1874.0,1959.0,15498.0,1016.0,1493.0,8601.0,2119.0,54429.0
33353.0,195127.0,1578.0,1115.0,8663.0,47883.0,31838.0,3707.0,3588.0,2279.0,1886.0,1995.0,15539.0,1051.0,1507.0,8659.0,2138.0,53108.0
34460.0,202441.0,1701.0,1181.0,8821.0,49718.0,33772.0,3937.0,3659.0,2319.0,1928.0,2060.0,16484.0,1060.0,1581.0,9076.0,2273.0,53226.0
36013.0,218526.0,1895.0,1273.0,8889.0,52339.0,37590.0,4159.0,3830.0,2377.0,1978.0,2121.0,17325.0,977.0,1653.0,9482.0,2445.0,59527.0
38164.0,234490.0,2080.0,1388.0,9085.0,54546.0,41599.0,4383.0,3963.0,2432.0,1981.0,2149.0,18502.0,1023.0,1633.0,9900.0,2596.0,69440.0
40632.0,248358.0,2210.0,1506.0,9263.0,56979.0,45770.0,4628.0,4076.0,2484.0,2027.0,2230.0,19475.0,1043.0,1692.0,10316.0,2756.0,76527.0
41775.0,256515.0,2266.0,1586.0,9251.0,57650.0,47662.0,4678.0,4067.0,2570.0,2074.0,2237.0,19923.0,1066.0,1855.0,10434.0,2845.0,81059.0
42434.0,260484.0,2276.0,1609.0,9085.0,57503.0,48274.0,4555.0,3936.0,2571.0,2093.0,2201.0,20176.0,1083.0,1799.0,10435.0,2896.0,82005.0
42250.0,256456.0,2231.0,1598.0,8945.0,58435.0,47829.0,4378.0,3793.0,2547.0,2092.0,2140.0,20066.0,1028.0,1701.0,10275.0,2889.0,81157.0
41661.0,247404.0,2186.0,1582.0,8848.0,56285.0,46910.0,4209.0,3719.0,2525.0,2076.0,2111.0,19866.0,964.0,1652.0,10093.0,2880.0,80357.0
40469.0,239809.0,2147.0,1570.0,8816.0,53913.0,45850.0,4067.0,3649.0,2491.0,2068.0,2070.0,19312.0,985.0,1708.0,9821.0,2808.0,78528.0
39829.0,236743.0,2133.0,1569.0,8902.0,51931.0,45069.0,3946.0,3581.0,2464.0,2028.0,2063.0,18996.0,1022.0,1791.0,9716.0,2773.0,77262.0
39354.0,235710.0,2192.0,1599.0,9158.0,50497.0,45357.0,3981.0,3656.0,2468.0,2051.0,2087.0,18922.0,1246.0,1924.0,9841.0,2813.0,77163.0
39987.0,242001.0,2409.0,1722.0,9665.0,50547.0,47285.0,4120.0,3789.0,2520.0,2093.0,2115.0,19296.0,1247.0,1946.0,10275.0,2873.0,79321.0
41229.0,254407.0,2468.0,1792.0,9893.0,53368.0,48138.0,4371.0,3932.0,2552.0,2164.0,2156.0,20354.0,1348.0,1810.0,10790.0,2947.0,83529.0
41905.0,253658.0,2332.0,1687.0,9589.0,57679.0,48628.0,4431.0,3954.0,2552.0,2191.0,2189.0,20397.0,1248.0,1628.0,10607.0,2866.0,88651.0
40211.0,236563.0,2169.0,1568.0,9141.0,56030.0,46222.0,4319.0,3860.0,2464.0,2059.0,2145.0,19686.0,1068.0,1633.0,10238.0,2725.0,85874.0
38171.0,223387.0,2022.0,1471.0,9097.0,53198.0,43166.0,4211.0,3797.0,2406.0,2012.0,2096.0,18495.0,908.0,1729.0,9783.0,2600.0,80258.0
37903.0,218152.0,1882.0,1372.0,8991.0,54343.0,40465.0,4055.0,3730.0,2361.0,1944.0,2058.0,17289.0,952.0,1545.0,9369.0,2470.0,75264.0
38052.0,204870.0,1736.0,1272.0,8568.0,55890.0,37460.0,3933.0,3671.0,2287.0,1936.0,2073.0,16130.0,943.0,1627.0,8953.0,2312.0,69942.0
35546.0,190160.0,1613.0,1182.0,8181.0,53117.0,35239.0,3756.0,3560.0,2285.0,1905.0,1977.0,15182.0,924.0,1421.0,8620.0,2156.0,63535.0
33754.0,179107.0,1534.0,1119.0,7945.0,50221.0,32625.0,3634.0,3462.0,2246.0,1870.0,1967.0,14487.0,893.0,1378.0,8322.0,2060.0,57006.0
32233.0,173733.0,1499.0,1079.0,7878.0,48233.0,31265.0,3603.0,3443.0,2217.0,1839.0,1960.0,14085.0,849.0,1440.0,8257.0,2018.0,56261.0
31243.0,172124.0,1485.0,1065.0,7930.0,45115.0,30651.0,3586.0,3440.0,2200.0,1827.0,1941.0,13837.0,811.0,1347.0,8248.0,2009.0,54838.0
31085.0,173630.0,1497.0,1061.0,8013.0,43505.0,30485.0,3583.0,3484.0,2203.0,1827.0,1957.0,13895.0,851.0,1231.0,8261.0,2050.0,53048.0
31333.0,174463.0,1538.0,1072.0,8215.0,43538.0,30646.0,3660.0,3506.0,2204.0,1846.0,1979.0,13976.0,854.0,1329.0,8403.0,2109.0,51807.0
32114.0,175341.0,1632.0,1126.0,8360.0,44392.0,31586.0,3760.0,3553.0,2238.0,1863.0,2007.0,14336.0,867.0,1265.0,8687.0,2190.0,51872.0
32955.0,184219.0,1789.0,1215.0,8282.0,45819.0,33887.0,3908.0,3664.0,2260.0,1887.0,2037.0,14521.0,825.0,1395.0,8988.0,2307.0,54473.0
34191.0,197484.0,1937.0,1333.0,8484.0,47275.0,36192.0,4073.0,3735.0,2295.0,1909.0,2071.0,15365.0,920.0,1476.0,9319.0,2462.0,61038.0
36519.0,212753.0,2079.0,1463.0,8748.0,50181.0,39103.0,4259.0,3902.0,2364.0,1945.0,2159.0,16286.0,1038.0,1430.0,9631.0,2587.0,67327.0
38079.0,224743.0,2180.0,1549.0,8822.0,52332.0,41037.0,4322.0,3910.0,2414.0,1975.0,2216.0,16964.0,1100.0,1661.0,9829.0,2680.0,73808.0
