BE,DE,DK1,DK2,FI,FR,NL,NO1,NO2,NO3,NO4,NO5,PL,SE1,SE2,SE3,SE4,UK
42244.0,236295.0,2173.0,1678.0,9966.0,58303.0,41357.0,5147.0,4617.0,2778.0,2382.0,2507.0,17325.0,1304.0,2209.0,11541.0,2864.0,78164.0
42572.0,229738.0,2123.0,1652.0,9851.0,59973.0,41024.0,5147.0,4608.0,2730.0,2363.0,2495.0,17369.0,1271.0,2169.0,11688.0,2830.0,80067.0
40959.0,217262.0,2092.0,1622.0,9784.0,58202.0,39655.0,5153.0,4598.0,2689.0,2322.0,2486.0,17292.0,1383.0,2128.0,11668.0,2793.0,80907.0
39228.0,209170.0,2046.0,1608.0,9812.0,55613.0,38249.0,5085.0,4562.0,2674.0,2330.0,2450.0,16787.0,1204.0,2187.0,11535.0,2847.0,80478.0
38317.0,208445.0,2047.0,1614.0,9872.0,53310.0,37547.0,5031.0,4515.0,2719.0,2357.0,2448.0,16322.0,1128.0,2157.0,11405.0,2910.0,78468.0
36908.0,206266.0,2116.0,1657.0,10009.0,51796.0,38553.0,5009.0,4529.0,2799.0,2313.0,2487.0,16241.0,1208.0,1970.0,11568.0,3040.0,77301.0
38009.0,214758.0,2370.0,1799.0,10251.0,52256.0,42451.0,5064.0,4620.0,2723.0,2400.0,2502.0,16840.0,1149.0,2078.0,12104.0,3253.0,78777.0
40068.0,233135.0,2471.0,1923.0,10678.0,55756.0,44878.0,5179.0,4750.0,2894.0,2386.0,2468.0,18720.0,1006.0,2173.0,12601.0,3469.0,82860.0
43223.0,244514.0,2466.0,1915.0,10484.0,61863.0,49015.0,5273.0,4819.0,2949.0,2451.0,2496.0,19320.0,1063.0,2017.0,12696.0,3548.0,86893.0
42886.0,234206.0,2298.0,1774.0,10056.0,61563.0,48155.0,5147.0,4667.0,2906.0,2392.0,2511.0,18699.0,1143.0,1977.0,12037.0,3357.0,92696.0
41289.0,225106.0,2155.0,1669.0,10271.0,59177.0,45095.0,5001.0,4519.0,2844.0,2452.0,2451.0,17687.0,1024.0,1984.0,11234.0,3203.0,89888.0
41579.0,226451.0,1983.0,1512.0,10123.0,59944.0,41913.0,4732.0,4379.0,2725.0,2435.0,2379.0,16812.0,1049.0,1895.0,10580.0,2992.0,83957.0
41407.0,211638.0,1863.0,1352.0,9735.0,61326.0,38000.0,4460.0,4227.0,2611.0,2370.0,2290.0,15538.0,1108.0,1917.0,10161.0,2823.0,76358.0
39195.0,203747.0,1774.0,1244.0,9402.0,59585.0,34188.0,4237.0,4044.0,2446.0,2361.0,2236.0,14800.0,1149.0,1851.0,9916.0,2746.0,67807.0
37366.0,197650.0,1705.0,1164.0,9148.0,57982.0,32385.0,4124.0,3988.0,2390.0,2277.0,2168.0,14427.0,1098.0,1745.0,9730.0,2751.0,62096.0
36530.0,195046.0,1705.0,1136.0,9095.0,57028.0,31715.0,4042.0,3964.0,2356.0,2221.0,2169.0,14222.0,1103.0,1614.0,9674.0,2730.0,61249.0
35804.0,197104.0,1742.0,1150.0,9125.0,54851.0,31723.0,4039.0,3956.0,2358.0,2262.0,2168.0,14352.0,1113.0,1587.0,9697.0,2735.0,58649.0
36135.0,205283.0,1804.0,1188.0,9495.0,54640.0,32376.0,4060.0,4039.0,2405.0,2286.0,2169.0,14748.0,1084.0,1602.0,9772.0,2752.0,57924.0
38185.0,223720.0,1974.0,1300.0,10184.0,58047.0,34731.0,4275.0,4142.0,2480.0,2274.0,2151.0,15253.0,1058.0,1665.0,10387.0,2942.0,54982.0
42902.0,257669.0,2382.0,1510.0,10583.0,64020.0,39997.0,4791.0,4435.0,2590.0,2343.0,2218.0,18079.0,1295.0,1850.0,11564.0,3297.0,55543.0
45207.0,282328.0,2779.0,1747.0,10895.0,68825.0,47729.0,5416.0,4869.0,2828.0,2567.0,2390.0,20190.0,1286.0,2018.0,12611.0,3660.0,64127.0
46376.0,295631.0,2905.0,1843.0,11014.0,70358.0,52883.0,5535.0,4957.0,2927.0,2609.0,2430.0,21136.0,1313.0,2045.0,12972.0,3738.0,78010.0
47473.0,298242.0,2918.0,1877.0,11022.0,69867.0,54762.0,5475.0,4998.0,3004.0,2575.0,2405.0,21249.0,1271.0,2135.0,12871.0,3670.0,86774.0
47390.0,298707.0,2978.0,1875.0,11048.0,68018.0,54726.0,5393.0,4848.0,2913.0,2424.0,2380.0,21169.0,1284.0,2152.0,13036.0,3621.0,90355.0
47818.0,303553.0,2989.0,1847.0,11021.0,66637.0,54677.0,5248.0,4731.0,2747.0,2462.0,2350.0,21232.0,1257.0,2122.0,12805.0,3526.0,91986.0
46346.0,300745.0,2874.0,1806.0,10966.0,65748.0,53131.0,5145.0,4747.0,2920.0,2439.0,2342.0,21337.0,1175.0,2019.0,12662.0,3367.0,92008.0
46169.0,296619.0,2895.0,1788.0,10875.0,63846.0,53112.0,5010.0,4696.0,2922.0,2489.0,2350.0,21225.0,1256.0,2056.0,12687.0,3312.0,92168.0
45587.0,291057.0,2851.0,1775.0,10786.0,61759.0,52517.0,4862.0,4627.0,2759.0,2488.0,2345.0,20793.0,1250.0,1978.0,12748.0,3320.0,90930.0
45235.0,287358.0,2754.0,1733.0,10669.0,59120.0,52190.0,4732.0,4473.0,2761.0,2459.0,2322.0,20552.0,1249.0,1905.0,12253.0,3309.0,89992.0
44747.0,281692.0,2762.0,1717.0,10621.0,57476.0,52653.0,4748.0,4447.0,2749.0,2442.0,2323.0,20218.0,1258.0,1994.0,12245.0,3302.0,89518.0
45437.0,283453.0,2963.0,1825.0,10768.0,57350.0,53588.0,4745.0,4459.0,2717.0,2474.0,2346.0,20381.0,1310.0,1797.0,12556.0,3353.0,91081.0
46348.0,293683.0,2924.0,1888.0,11053.0,60726.0,52233.0,4835.0,4520.0,2738.0,2540.0,2382.0,22139.0,1327.0,1879.0,12611.0,3466.0,94688.0
48355.0,304713.0,2815.0,1896.0,10903.0,66737.0,55696.0,5015.0,4613.0,2749.0,2556.0,2425.0,22666.0,1275.0,1924.0,12476.0,3526.0,96844.0
46840.0,286545.0,2621.0,1772.0,10329.0,64699.0,53944.0,4970.0,4614.0,2788.0,2553.0,2443.0,22086.0,1368.0,1885.0,11984.0,3365.0,99907.0
44277.0,267135.0,2420.0,1643.0,10255.0,60590.0,49823.0,4823.0,4462.0,2701.0,2550.0,2400.0,20319.0,1296.0,1890.0,11498.0,3176.0,95681.0
44601.0,253746.0,2219.0,1462.0,9933.0,61038.0,44760.0,4543.0,4325.0,2716.0,2473.0,2345.0,18749.0,1349.0,1817.0,10691.0,2955.0,88650.0
44124.0,232336.0,2006.0,1309.0,9490.0,62198.0,40456.0,4220.0,4130.0,2668.0,2414.0,2262.0,17358.0,1263.0,1923.0,10016.0,2745.0,79662.0
41692.0,218654.0,1888.0,1209.0,9145.0,59427.0,36685.0,3982.0,4029.0,2589.0,2279.0,2197.0,16478.0,1083.0,1856.0,9499.0,2628.0,70321.0
39520.0,209793.0,1844.0,1172.0,8897.0,57210.0,34267.0,3878.0,3918.0,2532.0,2178.0,2153.0,15975.0,1093.0,1952.0,9376.0,2568.0,63335.0
38211.0,206820.0,1807.0,1152.0,8776.0,56116.0,33275.0,3835.0,3924.0,2522.0,2207.0,2139.0,15754.0,1122.0,1851.0,9330.0,2582.0,63088.0
37483.0,209028.0,1809.0,1155.0,8838.0,53647.0,33063.0,3860.0,4018.0,2561.0,2240.0,2160.0,15758.0,1109.0,1732.0,9316.0,2618.0,61169.0
37890.0,216974.0,1869.0,1180.0,9185.0,52980.0,33465.0,3963.0,4080.0,2483.0,2300.0,2195.0,16043.0,1128.0,1834.0,9368.0,2629.0,60081.0
40138.0,234179.0,2054.0,1287.0,9696.0,55903.0,35421.0,4234.0,4240.0,2560.0,2339.0,2269.0,16342.0,1291.0,1888.0,9953.0,2740.0,57786.0
44055.0,263514.0,2407.0,1498.0,10105.0,61463.0,40553.0,4826.0,4579.0,2770.0,2454.0,2380.0,18705.0,1293.0,2125.0,11096.0,3077.0,58379.0
46119.0,288166.0,2818.0,1723.0,10295.0,66032.0,48280.0,5394.0,4949.0,2981.0,2623.0,2549.0,20612.0,1406.0,2223.0,12016.0,3390.0,66366.0
47175.0,297537.0,2956.0,1809.0,10394.0,68111.0,53324.0,5336.0,4944.0,2983.0,2639.0,2616.0,21361.0,1407.0,2158.0,12216.0,3488.0,79842.0
47363.0,298518.0,2925.0,1823.0,10343.0,68393.0,54844.0,5114.0,4767.0,2938.0,2570.0,2525.0,21375.0,1418.0,2098.0,12080.0,3437.0,87315.0
47178.0,303395.0,2955.0,1843.0,10187.0,68082.0,54248.0,4880.0,4674.0,2948.0,2541.0,2463.0,21313.0,1305.0,2076.0,11907.0,3493.0,89740.0
47557.0,307952.0,2910.0,1831.0,10236.0,68257.0,53866.0,4686.0,4543.0,2901.0,2524.0,2421.0,21370.0,1302.0,1984.0,11802.0,3444.0,90512.0
46448.0,305621.0,2803.0,1818.0,10137.0,68405.0,53166.0,4560.0,4398.0,2858.0,2528.0,2396.0,21383.0,1281.0,2003.0,11569.0,3344.0,90251.0
46124.0,301862.0,2821.0,1846.0,10038.0,67493.0,53643.0,4473.0,4389.0,2779.0,2497.0,2388.0,21322.0,1355.0,1963.0,11235.0,3345.0,89814.0
46060.0,297528.0,2744.0,1834.0,10048.0,66473.0,53838.0,4431.0,4311.0,2753.0,2472.0,2358.0,20782.0,1337.0,1886.0,11067.0,3292.0,89037.0
46160.0,291796.0,2639.0,1788.0,9974.0,64680.0,53747.0,4406.0,4312.0,2746.0,2514.0,2335.0,20474.0,1361.0,2102.0,11048.0,3282.0,87272.0
45983.0,282139.0,2610.0,1804.0,9997.0,64081.0,54304.0,4450.0,4355.0,2761.0,2518.0,2353.0,20295.0,1384.0,2151.0,11022.0,3236.0,85731.0
47195.0,282898.0,2777.0,1916.0,10187.0,64410.0,55103.0,4505.0,4337.0,2755.0,2518.0,2350.0,20515.0,1392.0,2131.0,11227.0,3278.0,87832.0
48092.0,293308.0,2810.0,1924.0,10784.0,67460.0,53688.0,4634.0,4384.0,2796.0,2589.0,2378.0,22347.0,1373.0,2206.0,11721.0,3373.0,92521.0
48849.0,302605.0,2798.0,1888.0,10812.0,71351.0,56224.0,4779.0,4581.0,2891.0,2465.0,2466.0,22846.0,1448.0,2176.0,11954.0,3420.0,95200.0
46930.0,286068.0,2583.0,1756.0,10301.0,67917.0,53709.0,4715.0,4583.0,2858.0,2476.0,2463.0,22053.0,1481.0,2036.0,11526.0,3347.0,100820.0
44395.0,268383.0,2423.0,1649.0,10364.0,63486.0,49737.0,4610.0,4512.0,2836.0,2398.0,2414.0,20332.0,1468.0,1977.0,11110.0,3210.0,96685.0
44742.0,253453.0,2229.0,1482.0,10154.0,63467.0,44628.0,4347.0,4372.0,2781.0,2335.0,2367.0,18599.0,1565.0,2018.0,10583.0,2995.0,89916.0
44051.0,231665.0,2022.0,1337.0,9698.0,64249.0,40562.0,4101.0,4184.0,2678.0,2296.0,2292.0,17291.0,1333.0,2004.0,9989.0,2740.0,81006.0
41066.0,217858.0,1879.0,1246.0,9420.0,61419.0,36856.0,3880.0,4068.0,2598.0,2149.0,2245.0,16290.0,1166.0,1754.0,9689.0,2579.0,71878.0
39043.0,208597.0,1813.0,1187.0,9198.0,58958.0,34346.0,3766.0,3962.0,2520.0,2079.0,2214.0,15895.0,1256.0,1812.0,9387.0,2512.0,65836.0
37617.0,204360.0,1782.0,1164.0,9174.0,57904.0,33352.0,3783.0,3967.0,2509.0,2059.0,2202.0,15573.0,1241.0,1822.0,9106.0,2516.0,65033.0
37016.0,206897.0,1789.0,1169.0,9325.0,55361.0,33124.0,3840.0,3972.0,2512.0,2026.0,2218.0,15762.0,1186.0,1833.0,9144.0,2580.0,62068.0
37314.0,215015.0,1840.0,1200.0,9656.0,54916.0,33552.0,3952.0,4017.0,2577.0,2084.0,2246.0,15991.0,1160.0,1822.0,9556.0,2661.0,61506.0
39306.0,232298.0,2024.0,1295.0,10290.0,57824.0,35519.0,4182.0,4095.0,2621.0,2166.0,2302.0,16210.0,1293.0,1868.0,10070.0,2835.0,59546.0
43774.0,262409.0,2382.0,1499.0,10681.0,63413.0,40718.0,4801.0,4496.0,2733.0,2287.0,2464.0,18509.0,1140.0,1978.0,11198.0,3143.0,59935.0
46649.0,285915.0,2768.0,1723.0,10850.0,68316.0,49145.0,5449.0,4946.0,2952.0,2434.0,2657.0,20368.0,1258.0,2114.0,12232.0,3543.0,66968.0
48051.0,296526.0,2875.0,1814.0,10824.0,70794.0,55149.0,5624.0,5087.0,2940.0,2465.0,2659.0,21157.0,1341.0,2295.0,12507.0,3555.0,80210.0
49220.0,299114.0,2859.0,1839.0,10795.0,71540.0,57804.0,5619.0,5004.0,2867.0,2395.0,2596.0,21166.0,1226.0,2125.0,12449.0,3500.0,87852.0
49642.0,303561.0,2931.0,1854.0,10742.0,71143.0,58181.0,5522.0,4985.0,2823.0,2450.0,2559.0,21035.0,1257.0,2074.0,12451.0,3563.0,89898.0
50174.0,308252.0,2942.0,1843.0,10619.0,71088.0,58295.0,5391.0,5024.0,2743.0,2386.0,2505.0,21202.0,1184.0,1997.0,12324.0,3540.0,89810.0
49641.0,302671.0,2926.0,1833.0,10540.0,70863.0,57730.0,5377.0,4949.0,2751.0,2399.0,2472.0,21353.0,1170.0,1961.0,12371.0,3457.0,89046.0
49805.0,299377.0,2982.0,1845.0,10369.0,69340.0,57825.0,5256.0,4908.0,2835.0,2433.0,2460.0,21049.0,1192.0,1902.0,12197.0,3434.0,88179.0
49222.0,294055.0,2934.0,1827.0,10189.0,67982.0,57342.0,5152.0,4812.0,2796.0,2403.0,2440.0,20574.0,1190.0,1955.0,12220.0,3348.0,86684.0
48727.0,288133.0,2815.0,1767.0,10254.0,65626.0,56674.0,5104.0,4781.0,2766.0,2423.0,2411.0,20279.0,1317.0,1871.0,12249.0,3285.0,85281.0
47919.0,282526.0,2796.0,1808.0,10306.0,64341.0,56536.0,5116.0,4786.0,2720.0,2458.0,2404.0,20055.0,1294.0,2066.0,12206.0,3271.0,84671.0
47861.0,283183.0,2974.0,1924.0,10536.0,63948.0,57015.0,5172.0,4750.0,2713.0,2457.0,2393.0,20288.0,1315.0,2087.0,12516.0,3401.0,87393.0
48055.0,295114.0,2946.0,1950.0,11154.0,66482.0,55090.0,5284.0,4845.0,2806.0,2498.0,2409.0,21870.0,1413.0,2138.0,12881.0,3516.0,91285.0
48852.0,301253.0,2895.0,1917.0,11242.0,71466.0,56507.0,5376.0,4932.0,2896.0,2531.0,2486.0,22472.0,1259.0,1988.0,12832.0,3509.0,94516.0
47590.0,280747.0,2759.0,1776.0,10695.0,69400.0,54226.0,5243.0,4849.0,2878.0,2544.0,2500.0,21696.0,1355.0,1920.0,12409.0,3403.0,100310.0
45010.0,265884.0,2533.0,1639.0,10664.0,65368.0,50123.0,5074.0,4755.0,2862.0,2491.0,2440.0,20019.0,1239.0,1865.0,11868.0,3271.0,97173.0
45283.0,252116.0,2326.0,1473.0,10468.0,65443.0,45160.0,4853.0,4604.0,2792.0,2466.0,2388.0,18294.0,1175.0,1778.0,11089.0,3079.0,89739.0
44715.0,228670.0,2119.0,1304.0,10055.0,66419.0,40982.0,4634.0,4398.0,2688.0,2376.0,2294.0,17057.0,1145.0,1813.0,10363.0,2903.0,80760.0
41884.0,214425.0,1955.0,1201.0,9710.0,64311.0,37028.0,4460.0,4205.0,2652.0,2356.0,2211.0,16065.0,1096.0,1824.0,10095.0,2778.0,71825.0
39836.0,205865.0,1917.0,1133.0,9542.0,62102.0,34604.0,4348.0,4148.0,2625.0,2328.0,2168.0,15719.0,1117.0,1751.0,9913.0,2753.0,65996.0
38263.0,200874.0,1890.0,1132.0,9501.0,60968.0,33514.0,4319.0,4136.0,2614.0,2323.0,2155.0,15430.0,1140.0,1755.0,9955.0,2753.0,64603.0
37683.0,203134.0,1890.0,1140.0,9635.0,58431.0,33248.0,4380.0,4237.0,2617.0,2324.0,2168.0,15517.0,1144.0,1841.0,9900.0,2736.0,61897.0
38043.0,212149.0,1960.0,1187.0,9988.0,57767.0,33579.0,4505.0,4206.0,2579.0,2365.0,2204.0,15709.0,1194.0,1867.0,10041.0,2771.0,60810.0
39751.0,229884.0,2123.0,1315.0,10647.0,60557.0,35600.0,4781.0,4458.0,2619.0,2404.0,2270.0,15960.0,1148.0,1920.0,10443.0,2942.0,58475.0
43584.0,261951.0,2477.0,1520.0,11034.0,66043.0,40463.0,5349.0,4831.0,2750.0,2443.0,2448.0,18414.0,1245.0,1966.0,11543.0,3312.0,58334.0
45869.0,288105.0,2862.0,1756.0,11149.0,70452.0,48045.0,5971.0,5111.0,2997.0,2577.0,2606.0,20159.0,1116.0,2118.0,12609.0,3712.0,64995.0
46730.0,301579.0,3009.0,1873.0,10990.0,71707.0,53248.0,6152.0,5213.0,3064.0,2575.0,2622.0,20934.0,1288.0,2313.0,12962.0,3835.0,81436.0
47532.0,306266.0,2987.0,1912.0,10806.0,72015.0,55339.0,6152.0,5212.0,3037.0,2531.0,2582.0,21072.0,1284.0,2379.0,13018.0,3935.0,90373.0
47734.0,308775.0,3015.0,1922.0,10743.0,71140.0,55726.0,6115.0,5236.0,3108.0,2486.0,2560.0,21126.0,1344.0,2173.0,13106.0,4030.0,92780.0
48408.0,312346.0,2989.0,1911.0,10673.0,70954.0,56471.0,6016.0,5225.0,3060.0,2402.0,2532.0,21406.0,1327.0,1889.0,13018.0,3961.0,93139.0
47988.0,307758.0,2907.0,1899.0,10598.0,70856.0,56002.0,5975.0,5238.0,2983.0,2395.0,2465.0,21528.0,1207.0,1886.0,12952.0,3781.0,92289.0
48321.0,304714.0,2913.0,1897.0,10488.0,69733.0,57012.0,5865.0,5245.0,3011.0,2404.0,2519.0,21487.0,1250.0,1891.0,12790.0,3693.0,92445.0
48188.0,299628.0,2842.0,1857.0,10505.0,68382.0,57332.0,5800.0,5178.0,2958.0,2338.0,2529.0,21174.0,1196.0,1881.0,12688.0,3667.0,90893.0
48192.0,295604.0,2722.0,1799.0,10477.0,66278.0,57085.0,5752.0,5175.0,2859.0,2365.0,2641.0,20932.0,1230.0,2019.0,13092.0,3655.0,88744.0
47964.0,288204.0,2688.0,1767.0,10478.0,64954.0,57472.0,5719.0,5154.0,3014.0,2362.0,2467.0,20692.0,1280.0,2211.0,13614.0,3583.0,87335.0
48727.0,288903.0,2798.0,1842.0,10546.0,64515.0,58222.0,5675.0,5075.0,3033.0,2360.0,2560.0,20987.0,1316.0,2261.0,12808.0,3609.0,89336.0
48763.0,297996.0,2763.0,1885.0,11113.0,66791.0,56831.0,5716.0,5111.0,3018.0,2404.0,2575.0,22363.0,1401.0,2237.0,12887.0,3600.0,92502.0
48499.0,304869.0,2792.0,1895.0,11188.0,70903.0,57866.0,5727.0,5126.0,3009.0,2505.0,2592.0,22731.0,1397.0,2285.0,12765.0,3642.0,93937.0
46491.0,285538.0,2669.0,1785.0,10702.0,68609.0,55184.0,5618.0,4998.0,3006.0,2499.0,2578.0,21924.0,1510.0,2280.0,12215.0,3531.0,98993.0
44164.0,267932.0,2447.0,1662.0,10683.0,64338.0,50499.0,5408.0,4878.0,2980.0,2462.0,2519.0,20102.0,1166.0,2174.0,11565.0,3315.0,96221.0
44616.0,256299.0,2252.0,1507.0,10399.0,64051.0,45425.0,5115.0,4688.0,2900.0,2465.0,2436.0,18454.0,1223.0,2124.0,10820.0,3055.0,89528.0
44071.0,235236.0,2037.0,1353.0,9980.0,64807.0,41146.0,4759.0,4487.0,2792.0,2392.0,2323.0,17106.0,1211.0,2087.0,10184.0,2827.0,80814.0
41676.0,222338.0,1923.0,1253.0,9653.0,61899.0,37219.0,4498.0,4280.0,2712.0,2296.0,2289.0,16190.0,1148.0,2017.0,9644.0,2651.0,71725.0
39422.0,212105.0,1886.0,1200.0,9470.0,59556.0,34567.0,4324.0,4215.0,2645.0,2295.0,2236.0,15637.0,1122.0,1941.0,9510.0,2570.0,65139.0
38125.0,207991.0,1848.0,1174.0,9367.0,58322.0,33415.0,4261.0,4213.0,2599.0,2285.0,2225.0,15415.0,1140.0,2012.0,9466.0,2560.0,63700.0
37597.0,208839.0,1837.0,1181.0,9503.0,55847.0,33089.0,4291.0,4226.0,2572.0,2273.0,2235.0,15452.0,1188.0,2022.0,9417.0,2581.0,60515.0
38069.0,212944.0,1891.0,1210.0,9851.0,55319.0,33298.0,4372.0,4301.0,2570.0,2291.0,2266.0,15742.0,1181.0,2020.0,9497.0,2617.0,59835.0
39691.0,227453.0,2058.0,1308.0,10468.0,58165.0,35293.0,4562.0,4379.0,2595.0,2357.0,2314.0,15989.0,1265.0,2086.0,10008.0,2795.0,58655.0
43297.0,256783.0,2397.0,1485.0,10908.0,63549.0,40168.0,5046.0,4662.0,2762.0,2384.0,2439.0,18293.0,1377.0,2274.0,11084.0,3139.0,58702.0
45461.0,281862.0,2792.0,1719.0,11104.0,67969.0,47714.0,5653.0,5101.0,3033.0,2589.0,2596.0,20125.0,1380.0,2242.0,12135.0,3471.0,64551.0
46531.0,291440.0,2940.0,1820.0,11145.0,69019.0,53339.0,5758.0,5171.0,3105.0,2610.0,2601.0,21090.0,1304.0,2341.0,12367.0,3536.0,78036.0
47314.0,299140.0,2933.0,1871.0,11032.0,68446.0,53362.0,5695.0,5062.0,3077.0,2601.0,2579.0,21349.0,1460.0,2444.0,12420.0,3484.0,86179.0
47488.0,309549.0,2986.0,1903.0,10957.0,67333.0,50094.0,5585.0,4952.0,3041.0,2584.0,2581.0,21290.0,1519.0,2554.0,12399.0,3418.0,89128.0
47820.0,317191.0,2913.0,1890.0,10899.0,66433.0,53524.0,5476.0,4873.0,3014.0,2621.0,2481.0,21678.0,1601.0,2476.0,12308.0,3389.0,90052.0
46998.0,307073.0,2793.0,1862.0,10875.0,66019.0,54324.0,5337.0,4781.0,2947.0,2470.0,2456.0,21808.0,1423.0,2361.0,12121.0,3331.0,89880.0
46394.0,299172.0,2697.0,1829.0,10765.0,64223.0,54303.0,5253.0,4716.0,2895.0,2441.0,2421.0,21782.0,1445.0,2304.0,11703.0,3261.0,89795.0
45451.0,292964.0,2578.0,1790.0,10735.0,62534.0,53939.0,5174.0,4637.0,2873.0,2415.0,2421.0,21578.0,1426.0,2389.0,11382.0,3196.0,88051.0
44874.0,286249.0,2510.0,1760.0,10606.0,60099.0,53037.0,5101.0,4541.0,2833.0,2404.0,2380.0,21212.0,1314.0,2314.0,11247.0,3212.0,85911.0
44111.0,280244.0,2482.0,1781.0,10600.0,58961.0,52597.0,5090.0,4547.0,2784.0,2351.0,2421.0,20963.0,1321.0,2242.0,11474.0,3176.0,84550.0
44412.0,283104.0,2608.0,1887.0,10810.0,59241.0,53252.0,5104.0,4549.0,2771.0,2272.0,2424.0,21053.0,1341.0,2276.0,11655.0,3236.0,85286.0
44436.0,289236.0,2633.0,1935.0,11106.0,61854.0,51926.0,5220.0,4618.0,2807.0,2465.0,2473.0,22149.0,1380.0,2317.0,11887.0,3301.0,87739.0
45835.0,293706.0,2593.0,1870.0,10974.0,66320.0,53821.0,5310.0,4750.0,2874.0,2457.0,2516.0,22593.0,1222.0,2416.0,11804.0,3304.0,89712.0
45666.0,275954.0,2404.0,1704.0,10476.0,64771.0,52283.0,5160.0,4713.0,2800.0,2470.0,2487.0,21602.0,1182.0,2261.0,11262.0,3133.0,94174.0
43708.0,256959.0,2241.0,1593.0,10391.0,61477.0,48414.0,5027.0,4595.0,2737.0,2389.0,2426.0,20071.0,1255.0,2205.0,10659.0,2924.0,91261.0
44363.0,246709.0,2097.0,1475.0,10122.0,61532.0,44211.0,4782.0,4460.0,2551.0,2392.0,2350.0,18545.0,1147.0,2112.0,10210.0,2742.0,85098.0
44105.0,226659.0,1944.0,1356.0,9556.0,62717.0,40661.0,4554.0,4321.0,2491.0,2267.0,2295.0,17293.0,1167.0,2061.0,9896.0,2606.0,77560.0
41772.0,211671.0,1838.0,1254.0,9226.0,59331.0,37927.0,4339.0,4224.0,2543.0,2222.0,2244.0,16331.0,1102.0,1879.0,9269.0,2480.0,70273.0
39318.0,201894.0,1762.0,1198.0,8989.0,56385.0,35007.0,4229.0,4157.0,2562.0,2214.0,2201.0,15535.0,1092.0,1859.0,9052.0,2392.0,65708.0
37341.0,196609.0,1719.0,1166.0,8903.0,54622.0,33619.0,4198.0,4125.0,2591.0,2192.0,2170.0,15245.0,1091.0,1775.0,9013.0,2373.0,65147.0
36336.0,196233.0,1711.0,1166.0,8890.0,51518.0,32890.0,4239.0,4120.0,2561.0,2170.0,2166.0,15204.0,1100.0,1769.0,8960.0,2417.0,61191.0
36230.0,197816.0,1722.0,1174.0,8962.0,50053.0,32773.0,4254.0,4174.0,2499.0,2199.0,2174.0,15259.0,1094.0,1842.0,8995.0,2495.0,57534.0
36293.0,200650.0,1770.0,1189.0,8950.0,50930.0,33374.0,4324.0,4149.0,2487.0,2198.0,2180.0,14772.0,1076.0,1822.0,9160.0,2519.0,54649.0
36698.0,201050.0,1850.0,1220.0,9059.0,51860.0,34465.0,4416.0,4183.0,2495.0,2158.0,2219.0,15955.0,1089.0,1848.0,9331.0,2536.0,53484.0
37587.0,217074.0,2029.0,1355.0,9328.0,53073.0,37616.0,4634.0,4306.0,2617.0,2179.0,2269.0,17477.0,1081.0,1941.0,9780.0,2682.0,54952.0
39917.0,233438.0,2192.0,1484.0,9589.0,55721.0,41753.0,4822.0,4373.0,2690.0,2203.0,2365.0,18606.0,1110.0,1910.0,10133.0,2820.0,62821.0
42472.0,247474.0,2287.0,1573.0,9732.0,57754.0,45539.0,4918.0,4472.0,2666.0,2244.0,2445.0,19268.0,1081.0,1917.0,10352.0,2884.0,70495.0
43857.0,252849.0,2310.0,1606.0,9846.0,58094.0,47439.0,4865.0,4479.0,2694.0,2227.0,2474.0,19529.0,1208.0,1912.0,10346.0,2896.0,77379.0
44402.0,254170.0,2304.0,1616.0,9820.0,58327.0,48347.0,4665.0,4400.0,2618.0,2188.0,2417.0,19651.0,1210.0,1838.0,10305.0,2833.0,79927.0
44383.0,249627.0,2270.0,1607.0,9732.0,59267.0,48529.0,4512.0,4355.0,2646.0,2154.0,2414.0,19546.0,1229.0,1769.0,10043.0,2770.0,81336.0
43498.0,245529.0,2261.0,1595.0,9641.0,57351.0,48038.0,4397.0,4342.0,2595.0,2125.0,2376.0,19419.0,1262.0,1793.0,9914.0,2734.0,81285.0
42669.0,237918.0,2296.0,1564.0,9757.0,54800.0,47564.0,4316.0,4397.0,2546.0,2113.0,2432.0,18824.0,1155.0,1830.0,9756.0,2703.0,80284.0
41823.0,236944.0,2276.0,1552.0,9844.0,52478.0,46789.0,4319.0,4451.0,2554.0,2109.0,2441.0,18506.0,1185.0,1778.0,9296.0,2675.0,78018.0
41063.0,234855.0,2335.0,1578.0,10050.0,51185.0,46724.0,4439.0,4510.0,2571.0,2090.0,2444.0,18364.0,1140.0,1757.0,9690.0,2687.0,77036.0
41660.0,239734.0,2525.0,1687.0,10239.0,51072.0,48655.0,4619.0,4645.0,2588.0,2169.0,2398.0,18506.0,1206.0,1845.0,10110.0,2803.0,77023.0
42694.0,251417.0,2612.0,1753.0,10620.0,53854.0,49058.0,4717.0,4755.0,2584.0,2188.0,2367.0,19818.0,1338.0,1638.0,10479.0,2870.0,80497.0
43484.0,256634.0,2548.0,1731.0,10365.0,57920.0,49935.0,4779.0,4799.0,2641.0,2190.0,2488.0,20339.0,1158.0,1558.0,10522.0,2884.0,84154.0
42033.0,239728.0,2423.0,1604.0,9808.0,56612.0,47994.0,4651.0,4694.0,2673.0,2166.0,2451.0,19437.0,1181.0,1498.0,10161.0,2661.0,87176.0
